SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
A-14089	I am done with this for today. I am done.	لقد انتهيت من هذا اليوم .	B-N		
A-14090	I am dying for an iced Venti Caramel Macchiato.	اننى اموت فى سبيلها مثلجة ومغطاه بالكراميلا	B-N		
A-14091	I am every bit Holmes's equal as a detective.	انا اساوى هولمز كمحقق فى كل تفصيلة د / واطسون	M-B	انا اساوى هولمز كمحققة فى كل تفصيلة د / واطسون	
A-14092	I am everywhere.	انا في كل مكان	B-N		
A-14093	I am expecting a parcel.	أن أنتظر طرود .	B-N		
A-14094	I am extremely apologetic for my actions"	انا اعتذر جدا عن أفعالي	B-N		
A-14095	I am fed up, for fuck's sake.	سئمت ، بحق اللعنة .	B-N		
A-14096	I am finally out of here.	انا اخيرا سأخرج من هنا	B-N		
A-14097	I am fine. Keep that clear! Keep that clear!	أنا بخير . أحدهم أطلق النار على زوجي !	B-N		
A-14098	I am flabbergasted.	أنا مذهولة	F-N	أنا مذهول	
A-14099	I am flesh and blood.	أنا دم ولحم	B-N		
A-14100	I am free.	أنا حرة حقا	F-N	أنا حر حقا	
A-14101	I am fucked, man.	إنتهى أمري يا رجل	B-M	إنتهى أمري يا امرأة	
A-14102	I am full. I actually ate a Iot of chaat on the way.	أنا شبعانة جدا لقد أكلت الكثير في الطريق	F-N	أنا شبعان جدا لقد أكلت الكثير في الطريق	
A-14103	I am genuinely shocked.	أنا مصعوق بحق	M-N	أنا مصعوقة بحق	
A-14104	I am getting as far away from this damn place as is humanly possible.	سأبتعد عن هذا المكان .	B-N		
A-14105	I am getting our money back.	استعيد مالنا		HARD	
A-14106	I am getting quite fat.	أنا على الحصول على الدهون تماما .	B-N		
A-14107	I am glad perhaps I do not have to disappoint poor Cora.	أنا سعيد أننى لن أخيب ( ظن السيده ( كورا	M-N	أنا سعيدة أننى لن أخيب ( ظن السيده ( كورا	
A-14108	I am going back, as soon as my BMI's closer to my age.	سأعود حالما يصبح مؤشر كتلة جسمي مطابقا لسني .	B-N		
A-14109	I am going down the colliery.	سأذهب إلى المنجم	B-N		
A-14110	I am going in.	سأدخل الآن	B-N		
A-14111	I am going through a lot of stress right now.	. أنا متوترة جدا الآن	F-N	. أنا متوتر جدا الآن	
A-14112	I am going to Manali.	انا ذاهب الى مانالى	M-N	انا ذاهبة الى مانالى	
A-14113	I am going to ask.	سوف أطلب منها	B-N		
A-14114	I am going to be the most beloved leader that those lucky bastards have ever seen.	سأكون من أكثر القادة حبا الذي شاهده هؤلاء الحمقى	B-N		
A-14115	I am going to be very busy drinking wine and-and getting massaged with hot rocks.	سأكون مشغولة للغاية بشرب النبيذ و أحصل على . المساج بالحجار الساخنة	F-N	سأكون مشغولا للغاية بشرب النبيذ و أحصل على . المساج بالحجار الساخنة	
A-14116	I am going to embrace Oscar.	( سأعانق ( أوسكار ( ربما تريدين أن تشاهدينا ، ( أنجيلا		HARD	
A-14117	I am going to fucking get Taken!	أنا ذاهب إلى . . . سخيف الحصول على المحصلة	M-N	أنا ذاهبة إلى . . . سخيف الحصول على المحصلة	Bad translation
A-14118	I am going to fucking kill everybody!	سأقتل الجميع !	B-N		
A-14119	I am going to hang up. This is not a conversation for three.	سوف اغلق الان انها ليست محادثه لثلاثه	B-N		
A-14120	I am going to the President's house	سوف اذهب الى منزل الرئيس	B-N		
A-14121	I am going to the bathroom.	سأذهب للحمام .	B-N		
A-14122	I am going to wait until the morning and then talk to her.	سأنتظر حتى الصباح و أتكلم معها .	B-N		
A-14123	I am going to win the Olympic Games!	بأن أفوز بالألعاب الأولمبية	B-N		Bad translation
A-14124	I am going to...	سأقومب . . .	B-S		
A-14125	I am going... this way.	. سأذهب . . .	B-N		
A-14126	I am gonna miss all these pathetic, little lies.	أنا ستعمل تفوت كل هذه مثيرة للشفقة ، الأكاذيب الصغيرة .		HARD	Meaningless
A-14127	I am gonna win this thing, face or no face.	سوف أفوز بهذا ، بوجه أو بدون وجه .	B-N		
A-14128	I am gonna--	. . مرحبا -	B-N		
A-14129	I am guilty of some horrible things, and I can't change that. But I can save Charlie.	لقد قمت بأمور فضيعه ولا يمكنني تغيير ذلك لكن يمكنني انقاذ ( تشارلي )	B-S		فضيعه
A-14130	I am hammered!	أنا مخمورة	F-N	أنا مخمور	
A-14131	I am happy to take the cold, hard cash.	أنا سعيد لأخذ البرودة ، نقود .	M-N	أنا سعيدة لأخذ البرودة ، نقود .	
A-14132	I am happy.	أنا بالفعل سعيدة	F-N	أنا بالفعل سعيد	
A-14133	I am having a Fellini festival at my house this weekend and I must serve the beautiful food of his country.	انا اقوم بمهرجان فيللينى فى منزلى تلك العطلة الاسبوعية و انا يجب ان اقدم الطعام الجميل من دولته	B-N		
A-14134	I am helping, aren't I?	انا اساعد ، الست كذالك ؟	B-N		
A-14135	I am here because of a promise.	وأنا هنا للوفاء بوعد .	B-N		
A-14136	I am here doing work.	أنا هنا أعمل	B-N		
A-14137	I am here for him.	أنا هنا من أجله .	B-N		
A-14138	I am here for janitor job.	أنا هنا أجل عمل البواب .	B-N		Bad translation
A-14139	I am here to see my uncle.	أنا هنا لرؤية عمي	B-N		
A-14140	I am here to speak to Karan...	. . . ( أنا هنا لأتحدث إلى ( كاران	B-N		
A-14141	I am here.	لدى تذكره عوده على الطائره الليله	B-N		
A-14142	I am home because I didn't have a choice, and I wanted something better for Danny.	رجعت للمنزل لأنني لا أملك خيارا آخر وأردت شيئا جيدا ل ( داني )	B-N		
A-14143	I am impressed!	انا متأثر	M-N	انا متأثرة	
A-14144	I am in Orlando. I'm trying to check my voicemail.	أنا هناك بالفعل أنا أحاول أن أتفقد بريدي الصوتي	B-N		
A-14145	I am in business in Mexico, Armando. What's the difference?	أتاجر بالمخدرات في المكسيك ماذا يختلف عندك ؟	B-B		
A-14146	I am in control.	انا مسيطر	M-N	انا مسيطرة	
A-14147	I am in the bathroom of Barbra Streisand's airplane.	أنا في حمام طائرة باربارة سترايسيند	B-N		
A-14148	I am in the engine control room.	أنا بخير . أنا في غرفة المحرك .	B-N		
A-14149	I am in the middle of a very nasty custody battle, and if he finds out that I left the kids alone in the middle of the night to go to a strip club --	إني أخوض غمار معركة شرسة للغاية لرعاية الأطفال و إن إكتشف أني تركت الأطفال لوحدهم بمنتصف الليل للذهاب . . . إلى ملهى عراة	B-N		
A-14150	I am in the middle of something.	أنا في عمل	B-N		
A-14151	I am incapable of taking a woman.	! أنا عاجز على أخد إمرأة	M-N	! أنا عاجزة على أخد إمرأة	
A-14152	I am indeed on a walk of shame.	انا بالتأكيد امشي مشيه العآر .	B-N		
A-14153	I am just a person in a cubicle, and I am doing the best I can, ma'am.	البيروقراطية مصطلح يستخدم عندما يقاد الفرد من قبل * * منظمة كالحكومة ، حيث تحاول المنظمة إبعاده عن القياد أنا مجرد إنسانة في مقصورة وأنا أفعل أفضل ما لدي يا سيدتي .	F-F	البيروقراطية مصطلح يستخدم عندما يقاد الفرد من قبل * * منظمة كالحكومة ، حيث تحاول المنظمة إبعاده عن القياد أنا مجرد إنسان في مقصورة وأنا أفعل أفضل ما لدي يا سيدتي .	
A-14154	I am just a trader.	- اني تاجر فحسب .	M-N	- اني تاجرة فحسب .	
A-14155	I am just a voice in the wilderness,	انا مجرد صوتا في البرية ،	B-N		
A-14156	I am just one hell of a butler.	أنا مجرد خادم شيطاني	M-N	أنا مجرد خادمة شيطانية	
A-14157	I am just saying there's... no need to tear the town to pieces.	لا داعي لأن تحطم البلده		HARD	Ambigious (2nd/3rd)
A-14158	I am killing it over here.	كل شيء عظيم ، أنا متولية زمام الأمور هنا	F-N	كل شيء عظيم ، أنا متول زمام الأمور هنا	
A-14159	I am leaving.	أنا سأغادر	B-N		
A-14160	I am locking this building down.	أنا أغغلق المبنى بالكامل	B-S		أغغلق
A-14161	I am looking for someone called Hong Tae Seong.	( إنني أبحث عن شخص يدعى ( هونغ تاي سونغ	B-N		
A-14162	I am looped in the loops of her hair.	أنا ذائب في عقد شعرها	M-N	أنا ذائبة في عقد شعرها	
A-14163	I am losing it! Just a few more seconds!	إني أسقطها	B-N		
A-14164	I am losing time.	وإن الوقت يضيع مني	B-N		
A-14165	I am making further delicate adjustments to the phone.	فإنني دقيق في عمل . التعديلات النهائيه على الهاتف .	M-N	فإنني دقيقة في عمل . التعديلات النهائيه على الهاتف .	
A-14166	I am meant to take medical supplies, if I not take it, many people will die.	علي أن آخذ دواء معي وإلا فسيموت العديد من الناس	B-N		
A-14167	I am more than one thing.	أنا أكثر من مجرد شيء واحد	B-N		
A-14168	I am most happy to have been able, in my small way, to forward heavenly Father's work, and it is my hope...	إنني سعيد جدا لإستطاعتي بطريقتي المتواضعة لمتابعة عمل ( . . .	M-N	إنني سعيدة جدا لإستطاعتي بطريقتي المتواضعة لمتابعة عمل ( . . .	
A-14169	I am mountain boy.	أنا من سكان الجبل .	B-N		
A-14170	I am my own boss. I come and go as I please. I answer to no one.	أنا رئيس نفسي ، أفعل ما يحلو لي لا أتلقى أوامر من مخلوق	F-N	أنا رئيسة نفسي ، أفعل ما يحلو لي لا أتلقى أوامر من مخلوق	
A-14171	I am neither a celebrity nor a vip.	أنا لست مشهور و لا شخصض مهم	B-S		شخصض
A-14172	I am never gonna forget our first date.	لكني لن أنسى أول موعد غرامي لنا		HARD	
A-14173	I am no one. I am no one.	أنا لا أحد ، أنا لا أحد	B-N		
A-14174	I am no use to her there.	- أنا لا أفيدها هناك -	B-N		
A-14175	I am not Xena-phobic-- it's one of my favorite shows.	أنا لا أعاني من " رهاب ( زينا ) " ، إنه واحد من برامجي المفضلة .	B-N		
A-14176	I am not a monster.	لست وحشا	B-N		
A-14177	I am not a professional.	أنا لست محترفة .	F-N	أنا لست محترفا .	
A-14178	I am not affiliated with them.	لست منتسبا إليهم	M-N	لست منتسبة إليهم	
A-14179	I am not afraid for the path I have chosen.	لست خائفا	M-N	لست خائفة	
A-14180	I am not afraid.	أنا لست خائف	M-N	أنا لست خائفة	
A-14181	I am not alone, I am with my sister.	لست وحدي أنا مع شقيقتي	B-N		
A-14182	I am not an addict...	أنا لست مدمنة	F-N	أنا لست مدمنا	
A-14183	I am not an emigrant in that sense of the word.	أنا لست مهاجرا بكل معنى للكلمة .	M-N	أنا لست مهاجرة بكل معنى للكلمة .	
A-14184	I am not aware of any friendlies. I have no confirmation.	لا اعلم ان لدينا اي اصدقاء انا لا اؤكد هذا		HARD	
A-14185	I am not back!	- أنا لم أعود !	B-N		
A-14186	I am not disposable.	لست هنا للتخلص منه .	B-N		
A-14187	I am not dumb enough to stand around and watch it happen.	أنا لست غبية بما يكفي لأقف وأراقب	F-N	أنا لست غبيا بما يكفي لأقف وأراقب	
A-14188	I am not emotional!	! لست حساسة	F-N	! لست حساسا	
A-14189	I am not feeling well.	أنا لا اشعر بصحة جيدة .	B-N		
A-14190	I am not fighting with my wife. I had a flat tire. It's in my trunk.	لست على شجار مع زوجتي كان لدي إطارا مثقوبا وهو بشاحنتي	B-N		
A-14191	I am not food.	- لست طعاما	B-N		
A-14192	I am not getting in no damn elevator.	لن أركب أي مصعد لعين .	B-N		
A-14193	I am not giving up. - Me, either.	أنا لن أستسلم - ولا أنا -	B-N		
A-14194	I am not going back to jail.	لن أعود إلى السجن	B-N		
A-14195	I am not going back.	قلت لك لن أعود	B-B		
A-14196	I am not going to Lebanon to return Super Mario Bros. the movie!	لن أذهب الى لبنان لأرجع فلم سوبر ماريو برذور .	B-N		
A-14197	I am not going to be a Judge, and I don't need to be a mind-reader to know it.	لن أكون قاضية ، لا أحتاج لقراءة العقل حتى أعرف	F-N	لن أكون قاض ، لا أحتاج لقراءة العقل حتى أعرف	
A-14198	I am not going to be around forever.	لن أكون بالجوار إلى الأبد	B-N		
A-14199	I am not going to murder women and children anymore.	لن أقوم بقتل النساء والأطفال بعد الآن	B-N		
A-14200	I am not happy.	لست سعيد .	M-N	لست سعيدة .	
A-14201	I am not having 92 pounds of pure evil under this roof.	لن أستضيف 92 باوند من الشر الكامل تحت هذا السقف	B-N		
A-14202	I am not having fun!	أنا لا أحظى بالمرح	B-N		
A-14203	I am not here.	أنا لست هنا	B-N		
A-14204	I am not him.	أنا لست والدك	M-B	أنا لست والدتك	
A-14205	I am not imagining this.	أنا لا أتخيل هذا	B-N		
A-14206	I am not in love with steve.	حسنا ، أنصت لي فحسب ، إنني لست واقعة بحب ( ستيف )	F-M	حسنا ، أنصت لي فحسب ، إنني لست واقعا بحب ( ستيف )	
A-14207	I am not interested in the guy's apartment.	! انني لست مهتما بشقة الرجل	B-N		
A-14208	I am not joking.	أنا لا أمزح	B-N		
A-14209	I am not jumping off of this...	أنا لا أذهب إلى القفز من . . .	B-N		
A-14210	I am not known for being bold.	ولست معروفا بالجرأة .	M-N	ولست معروفة بالجرأة .	
A-14211	I am not leaving my son's side.	أن لن أترك ابني	B-N		Bad translation
A-14212	I am not leaving this O.R. till we get this guy's heart back.	لن أترك المكان حتى يستعيد قلبه	B-N		
A-14213	I am not letting anybody else die today understood?	أنا عدم السماح لأي شخص آخر يموت اليوم يفهم ؟	B-N		Bad translation
A-14214	I am not letting him drive this truck right into a tornado.	انا لن اتركه يقود هذه الشاحنة .	B-N		
A-14215	I am not like my brother.	أنا لست مثل أخي	B-N		
A-14216	I am not looking for a trial.	أنا لا أسعى لمشاكل	B-N		
A-14217	I am not manufacturing this anxiety.	أنا لا أصطنع هذا القلق	B-N		
A-14218	I am not nervous.	) - لست متوترة .	F-N	) - لست متوترا .	
A-14219	I am not one of them.	أنا لست واحدة منهم .	F-N	أنا لست واحدا منهم .	
A-14220	I am not putting my mother through hell again.	لن أدع أمي تواجه هذا مجددا	B-N		
A-14221	I am not scared of dying...	ليست خائفة من الموت	N-N		Bad translation
A-14222	I am not selling anything.	بالتأكيد لا تفعل		HARD	Ambigious (2nd/3rd)
A-14223	I am not sick and I do not have the flu.	لست مريض وأنا ما عندي الإنفلونزا .	M-N	لست مريضة وأنا ما عندي الإنفلونزا .	
A-14224	I am not some embarrassing whistleblower who's been caught with his pants down.	أنا لاأشعر بالإحراج من بعض المبلغين	B-N		
A-14225	I am not spending the weekend here ... as we planned.	" لن أقضي العطلة ، كما هو مخطط لها . . . "	B-N		
A-14226	I am not stalling.	لست أماطل	B-N		
A-14227	I am not sure I can do it.	أنا لست متأكدا من أنني يمكن أن تفعل ذلك .		HARD	تأكدا - تفعل
A-14228	I am not sure we are out of the woods yet and that this ... is nothing.	أنا لست متأكدا إننا عدينا مرحلة الخطر بعد وهذا . . . لاشئ		HARD	
A-14229	I am not sure.	إنني لست متأكدا	M-N	إنني لست متأكدة	
A-14230	I am not that girl.	أنا لست تلك الفتاة .	F-N	أنا لست ذلك الفتى .	
A-14231	I am not that man anymore.	لم أعد ذلك الرجل .	M-N	لم أعد تلك المرأة .	
A-14232	I am not the bad guy here.	لست بالرجل السيئ هنا	M-N	لست بالمرأة السيئة هنا	
A-14233	I am not the enemy.	لست العدو .	M-N	لست العدوة .	
A-14234	I am not the mole, Cy.	إنه يحصل .	N-N		Bad translation
A-14235	I am not their relative.	لا ! لست قريبهم !	M-N	لا ! لست قريبتهم !	
A-14236	I am not understanding most 'anything.	أنا خائف جدا هنا	M-N	أنا خائفة جدا هنا	
A-14237	I am not walking into an interrogation room without knowing the answers I'm looking for.	أنا لا يمشي إلى غرفة استجواب دون معرفة الأجوبة أنا أبحث عن .		HARD	أنا - يمشي
A-14238	I am not wearing leather in public.	لن أرتدي الجلد في العلن .	B-N		
A-14239	I am not writing my memoirs.	أنا لست أكتب سيرتي الذاتيه	B-N		
A-14240	I am not wrong, but there is something here we don't understand.	لست مخطئا لكن ثمة أمر هنا لا نفهمه		HARD	
A-14241	I am not!	- غير صحيح !	N-N		Bad translation
A-14242	I am not! That map was useless!	لست كذلك ، تلك الخريطة كانت عديمة الفائدة	B-N		
A-14243	I am not.	أنا لا أكذب .	B-N		
A-14244	I am not...	أنا لن . . .	B-N		
A-14245	I am now blinded.	انا الان عمياء .	F-N	انا الان أعمى .	
A-14246	I am now going to say something presumptuous.	سأقدم الآن على قول شيء ما وقح	B-N		
A-14247	I am officially on the quest for the perfect LSD.	أنا أبحث بشكل رسمي عن " ف ق " مثالي	B-N		
A-14248	I am on fire, and I dance!	إنني أشتعل ، وأرقص	B-N		
A-14249	I am on holiday.	أنا في إجازة	B-N		
A-14250	I am on the side of life.	أنا في صف الحياة .	B-N		
A-14251	I am on top of everything.	أنا على رأس كل شيئ	B-N		
A-14252	I am one of their gods?"	بانني احد الهتهم ؟ . ( موزي يقتبس من ايداد )		HARD	الهتهم
A-14253	I am only here for that.	أنا هنا لأجل هذا فحسب .	B-N		
A-14254	I am open to suggestions.	أنا أتقبل الاقتراحات .	B-N		
A-14255	I am out of my booth.	أناخارجمن كشكي .	B-S		أناخارجمن
A-14256	I am part of a group that liberates drugs from factories in South America.	أنا جزء من مجموعة تحرر الأدوية من المصانع في أمريكا الجنوبية .	B-N		
A-14257	I am perhaps.	ربما اقوم بذلك	B-N		
A-14258	I am personally being haunted by a ghost.	لقد تمت مطارتي من قبل شبح ماذا ؟	B-N		
A-14259	I am pleased.	أنا سعيدا	M-N	أنا سعيدة	
A-14260	I am poisoning people! Everyone--my friends, everyone!	أنا أسمم الناس الجميع ، أصدقائي ، الجميع	B-N		
A-14261	I am pregnant and I am unmarried. And this causes a serious problem for me.	إنني حامل وعزباء ويسبب هذا مشكلة كبيرة لي		HARD	
A-14262	I am promoting Hankmed in an understated way.	انا اقوم بالترويج لعيادة هانك باقل الطرق	B-N		
A-14263	I am pulling up!	سأرتفع للأعلى	B-N		
A-14264	I am pumped indeed!	- بطاريتي مشحونة !	B-N		
A-14265	I am pure spirit, Dante.	أنا روح نقية ، يا دانتي	B-B		
A-14266	I am pushing for Erik for justice, Jon for tax or economy, and me for foreign minister.	أريد وزارة العدل لايريك ووزارة الضريبة او الاقتصاد ل يون وأنا كوزيرة الخارجية	F-N	أريد وزارة العدل لايريك ووزارة الضريبة او الاقتصاد ل يون وأنا كوزير الخارجية	Bad translation
A-14267	I am really hungry, and I'm having a hard time concentrating.	أنا جائع حقا ، ولا أستطيع التركيز .	M-N	أنا جائعة حقا ، ولا أستطيع التركيز .	
A-14268	I am repositioning Zoe and agent Rivai.	أنا أعيد تمركز زوي و العميلة ريفاى	B-N		
A-14269	I am responsible for disciplinary action.	أنا مسؤولة عن اتخاذ إجراءات تأديبية	F-N	أنا مسؤول عن اتخاذ إجراءات تأديبية	
A-14270	I am ridiculous, especially when my wife's away.	أنا سخيفا ، بالأخص عندما تسافر زوجتي .	M-N	أنا سخيفة ، بالأخص عندما تسافر زوجتي .	
A-14271	I am riding with all of them.	أنا أرافقهم كلهم	B-N		
A-14272	I am right here, baby, and dad's on the way.	أناهنايا عزيزتي ، و والدك في الطريق	B-S		أناهنايا
A-14273	I am right here, my friend.	أنا هنا ياصديقي	B-M	أنا هنا يا صديقتي	
A-14274	I am right, now move!	انا محق . الان تحرك	M-M	انا محقة . الان تحرك	
A-14275	I am running for town council, and I understand that I can pick up a form here.	أنا أترشح لرئاسة مجلس البلدة و علمت أنه يجب أن اخذ استمارة هنا .	B-N		
A-14276	I am satisfied that Christine is innocent. - Really?	وانا مقتنعه بأن كريستين ) بريئة )	F-N	وانا مقتنع بأن كريستين ) بريئة )	
A-14277	I am seeing him. He wants to talk to me.	سأذهب إليه ، فهو يريد مقابلتي !	B-N		
A-14278	I am sensing that she's running from her ex.	انا استشعر انها تهرب من حبيبها السابق	B-N		
A-14279	I am serious, because it's 11:30 at night.	أنا جاد لأنها 11 :	M-N	أنا جادة لأنها 11 :	
A-14280	I am serious.	انا جدية في الامر	F-N	انا جدي في الامر	
A-14281	I am sick and tired of getting my hopes up.	لقد سئمت وتعبت من رفع آمالي	B-N		
A-14282	I am sick of waiting to die.	- أنا لا أستطيع أنتظار الموت	B-N		
A-14283	I am sitting here with Carolyn Peron, who with her family, has been experiencing supernatural occurrences.	( أنا أجلس هنا مع عائلة ( كارولين ) و ( بارون التي تشهد لعنة خارقة .	B-N		
A-14284	I am so dead.	أنا ميتة لا محالة	F-N	أنا ميت لا محالة	
A-14285	I am so deep in hell,	أنا واقعة في أعماق الجحيم	F-N	أنا واقع في أعماق الجحيم	
A-14286	I am so excited to help with Hailee's quinceañera.	. . . أنا مثارة للغاية ( في حفلة تتويج ( هايلي	F-N	. . . أنا مثار للغاية ( في حفلة تتويج ( هايلي	
A-14287	I am so excited!	أنا متحمسه جدا	F-N	أنا متحمس جدا	
A-14288	I am so excited.	أنا متحمس جدا	M-N	أنا متحمسة جدا	
A-14289	I am so excited.	أنا متحمسة جدا	F-N	أنا متحمس جدا	
A-14290	I am so getting me a tat.	أنا سوف احصل على وشم تماما	B-N		
A-14291	I am so glad that Constance taught me to be independent.	أنني سعيدة للغاية لان ( كونستانس ) علمني أن أكن مستقلة .	F-N	أنني سعيد للغاية لان ( كونستانس ) علمني أن أكن مستقلا .	
A-14292	I am so gonna try out for that.	، سأحاول هذا	B-N		
A-14293	I am so happy to hear Limón has a lover.	أنا سعيدة جدا لسماع بأن ليمون لديها رفيق	F-N	أنا سعيد جدا لسماع بأن ليمون لديها رفيق	
A-14294	I am so into the institution of marriage.	أنا ملتزم بمؤسسة الزواج	M-N	أنا ملتزمة بمؤسسة الزواج	
A-14295	I am so much prettier than him.	أنا أجمل منه بكثير	B-N		
A-14296	I am so not answering that.	- لا أريد الإجابة على هذا السؤال .	B-N		
A-14297	I am so not cleaning it up again.	أنا لن أقوم بتنظيفه مرة أخرى	B-N		
A-14298	I am so pleased to discover the... artist behind the actor.	إني مسرور جدا لاكتشاف موهبتك كرسام إلى جانب الممثل	M-M	إني مسرورة جدا لاكتشاف موهبتك كرسام إلى جانب الممثل	
A-14299	I am so psyched!	أنا متحمس جدا !	M-N	أنا متحمسة جدا !	
A-14300	I am so sick of it.	لقد سئمت هذا الأمر	B-N		
A-14301	I am so sorry that I don't want to bring kids into this screwed-up world, okay?	أنا آسفة جدا لأني لا أريد إنجاب أطفال لهذا العالم الفاسد ، حسنا ؟	F-N	أنا آسف جدا لأني لا أريد إنجاب أطفال لهذا العالم الفاسد ، حسنا ؟	
A-14302	I am so sorry, Will.	أنا آسفة جدا يا ويل	F-B	أنا آسف جدا يا ويل	
A-14303	I am so sorry, bon-bon.	أنا أسف جدا ، بون بون	M-B	أنا أسفة جدا ، بون بون	
A-14304	I am so sorry,phoebe.	( أنا أسف للغاية يا ( فوفى	M-B	( أنا أسفة للغاية يا ( فوفى	
A-14305	I am so sorry.	- أنا آسف جدا .	M-N	- أنا آسفة جدا .	
A-14306	I am so sorry.	أنا في غاية الأسف	B-N		
A-14307	I am so sorry.	أنا جدا متأسفه	F-N	أنا جدا متأسف	
A-14308	I am so sorry.	أنا متأسف حقا	M-N	أنا متأسفة حقا	
A-14309	I am so sorry. I am so sorry.	أنا متأسفة ، أنا متأسفة	F-N	أنا متأسف ، أنا متأسف	
A-14310	I am so sorry. I guess I don't know my own strength.	أنا آسف جدا ، أظن أنني لا أستطيع تقدير حجم قوتي	M-N	أنا آسفة جدا ، أظن أنني لا أستطيع تقدير حجم قوتي	
A-14311	I am so sorry. I will take care of it.	أعتذر لذلك ، سأنظف المكان فورا	B-N		
A-14312	I am so, so sorry. I am feeling really confused.	أنا آسف جدا إنني أشعر بتشوش	M-N	أنا آسفة جدا إنني أشعر بتشوش	
A-14313	I am soliciting opinions.	أستجدي إقتراحاتكم	B-M!	أستجدي إقتراحاتكن	
A-14314	I am something else.	" إني كيان آخر "	B-N		
A-14315	I am son of King.	أنني إبن الملك	M-N	أنني إبنة الملك	
A-14316	I am sorry I upset Miss Marilla.	يؤسفني ازعاج الآنسة ( ماريلا )	B-N		
A-14317	I am sorry about what I said.	أنا آسف بشأن ما قلت .	M-N	أنا آسفة بشأن ما قلت .	
A-14318	I am sorry for that, I am, but she should not be going to her married boss with her problems.	لكن لايجب عليها أن تذهب إلى رئيسها المتزوج لتتحدث عن مشآكلها ديب	N-N		لايجب
A-14319	I am sorry, Teal'c.	أنا آسف ، تيلك	M-B	أنا آسفة ، تيلك	
A-14320	I am sorry, but...	. . . . أنا آسف لكن	M-N	. . . . أنا آسفة لكن	
A-14321	I am sorry, nobody here smokes...	أنا آسف ، لا أحد هنا يدخن . . .	M-N	أنا آسفة ، لا أحد هنا يدخن . . .	
A-14322	I am sorry.	انا آسفه	F-N	انا آسف	
A-14323	I am sorry.	أنا آسف ، لكن . . .	M-N	أنا آسفة ، لكن . . .	
A-14324	I am speaking for the President.	أنا أتكلم باسم الرئيس	B-N		
A-14325	I am still alive.	أنا لا زلت حيا .	M-N	أنا لا زلت حية .	
A-14326	I am still guilty.	لا أزال مذنب	M-N	لا أزال مذنبة	
A-14327	I am strictly in this for personal reasons.	أنا صارم في هذا لأسباب شخصية .	M-N	أنا صارمة في هذا لأسباب شخصية .	
A-14328	I am stuck with it and I'm doing the best I can, okay?	انا عالقة بها وانا افعل افضل ما استطيع حسنا ؟	F-N	انا عالق بها وانا افعل افضل ما استطيع حسنا ؟	
A-14329	I am submitting my requisition now for Galactica's CO2 and particulate scrubbers.	أقدم طلبي الآن للحصول على أجهزة التنظيف والتنقية للهواء لجلاكتيكا	B-N		
A-14330	I am suffering from a... a condition.	أنا أعاني من 00 حالة مرضية	B-N		
A-14331	I am supporting this family financially and emotionally, and still I am being attacked for not being supportive... that makes me want to ram my head through a damn wall!	أنا من أدعم هذه العائلة ، ماديا وعاطفيا ومع ذلك مازلت أهاجم . . لأنني لا أدعمك كفاية تجعلني أريد أن أصدم !	B-M	أنا من أدعم هذه العائلة ، ماديا وعاطفيا ومع ذلك مازلت أهاجم . . لأنني لا أدعمك كفاية تجعليني أريد أن أصدم !	مازلت
A-14332	I am sure I have done enough	أنا واثق أنني فعلت الكفاية	M-N	أنا واثقة أنني فعلت الكفاية	
A-14333	I am sure I've heard nothing.	أنا متأكدة بأني لم اسمع شيئا !	F-N	أنا متأكد بأني لم اسمع شيئا !	
A-14334	I am sure that there are truer words that have never been spoken, dear Mayor.	أنا واثق أن هناك حقائق أكثر صدقا والتي لم يتم التحدث عنها ، يا رئيس .	M-M	أنا واثقة أن هناك حقائق أكثر صدقا والتي لم يتم التحدث عنها ، يا رئيس .	
A-14335	I am sure there is a shit scraper in need of a suckling.	أنا متأكد أن يوجد أحد بحاجة لأن يلعق قضيبا .	M-N	أنا متأكدة أن يوجد أحد بحاجة لأن يلعق قضيبا .	
A-14336	I am surgery.	أنا جراح	M-N	أنا جراحة	
A-14337	I am surprised by nothing.	أنا مفاجئ بلا شيء .	M-N	أنا مفاجأة بلا شيء .	مفاجئ >>> مفاجأ
A-14338	I am surprised to hear that because that is new information.	إني مندهش من سماع ذلك لأن هذه معلومات جديدة	M-N	إني مندهشة من سماع ذلك لأن هذه معلومات جديدة	
A-14339	I am sworn to bring peace trust and blessings to every land I stand on.	أقسمت على إحلال السلام . . . . . .	B-N		
A-14340	I am taking him out of here right now, and we are never. Coming back here ever again.	سآخذه إلى هناك الآن ، و لن نعود هنا أبدا		HARD	
A-14341	I am taking over command of CTU.	- ارتكبت خطأ يا ( جاك )	B-B		
A-14342	I am talking...	اني اتحدث . . .	B-N		
A-14343	I am that warrior.	أنا ذلك المحارب .	M-N	أنا تلك المحاربة .	
A-14344	I am that!"	انا هي	F-N	انا هو	
A-14345	I am the 7th God of Destruction.	انا اله 7 من الدمار .	B-S		Meaningless
A-14346	I am the C.L.l.T. commander!	انا زعيم الكليت	M-N	انا زعيمة الكليت	
A-14347	I am the Crown Prince.	انا ولي العهد	M-N	انا ولية العهد	
A-14348	I am the Demon.	أنالشيطان . .	B-S		
A-14349	I am the Dragon.	( أنا ( التنين		HARD	
A-14350	I am the King!	أنا الملك	M-N	أنا الملكة	
